"Flight.Type","Airline","Flight.No","AverageDepartureDelay","AverageArrivalDelay","TotalFlight","ArrivalDelayedFlight","ArrivalPercDelay","DepartureDelayedFlight","DeparturePercDelay"
"Domestic","AZUL","AZU - 6401",15.31,21.69,13,6,0.46,3,0.23
"Domestic","AZUL","AZU - 6402",-8,-11,1,0,0,0,0
"Domestic","AZUL","AZU - 6403",-16,-11,1,0,0,0,0
"Domestic","AZUL","AZU - 6404",-3,-6.5,16,1,0.06,1,0.06
"Domestic","AZUL","AZU - 6405",2.26,3.42,19,1,0.05,1,0.05
"Domestic","AZUL","AZU - 6406",4.31,-6.08,13,1,0.08,2,0.15
"Domestic","AZUL","AZU - 6407",-2.96,-5.58,26,2,0.08,1,0.04
"Domestic","AZUL","AZU - 6408",-2.8,-3.45,44,5,0.11,4,0.09
"Domestic","AZUL","AZU - 6409",-1.14,-9.33,43,4,0.09,2,0.05
"Domestic","AZUL","AZU - 6410",0.42,-2.06,36,4,0.11,5,0.14
"Domestic","AZUL","AZU - 6411",12.65,7.06,17,2,0.12,3,0.18
"Domestic","AZUL","AZU - 6412",10.91,10.64,56,10,0.18,9,0.16
"Domestic","AZUL","AZU - 6413",6.11,2.75,57,8,0.14,10,0.18
"Domestic","AZUL","AZU - 6414",12.44,9.27,64,16,0.25,13,0.2
"Domestic","AZUL","AZU - 6415",10.46,6.4,84,15,0.18,16,0.19
"Domestic","AZUL","AZU - 6416",3.36,0.09,33,5,0.15,7,0.21
"Domestic","AZUL","AZU - 6417",9.62,9.53,32,14,0.44,10,0.31
"Domestic","AZUL","AZU - 6418",-0.91,-11.74,115,8,0.07,10,0.09
"Domestic","AZUL","AZU - 6419",-2.03,-6.5,109,5,0.05,7,0.06
"Domestic","AZUL","AZU - 6420",10.86,10.87,78,25,0.32,21,0.27
"Domestic","AZUL","AZU - 6421",23.62,25.95,78,38,0.49,31,0.4
"Domestic","AZUL","AZU - 6422",-5,-5,2,0,0,0,0
"Domestic","AZUL","AZU - 6423",-1.5,-9,2,0,0,0,0
"Domestic","AZUL","AZU - 6424",0.64,-2.82,11,0,0,1,0.09
"Domestic","AZUL","AZU - 6425",-4.12,-12.12,17,1,0.06,1,0.06
"Domestic","AZUL","AZU - 6426",-262.86,-260.86,70,16,0.23,13,0.19
"Domestic","AZUL","AZU - 6427",1.97,-0.25,115,15,0.13,15,0.13
"Domestic","AZUL","AZU - 6428",45.2,52.2,5,4,0.8,3,0.6
"Domestic","AZUL","AZU - 6429",28.11,23.56,9,3,0.33,3,0.33
"Domestic","AZUL","AZU - 6430",5.4,2.37,43,9,0.21,11,0.26
"Domestic","AZUL","AZU - 6431",0,0,32,0,0,0,0
"Domestic","AZUL","AZU - 6432",13.91,14.39,158,71,0.45,59,0.37
"Domestic","AZUL","AZU - 6433",-3.19,0.94,16,3,0.19,2,0.12
"Domestic","AZUL","AZU - 6434",2,-16,14,1,0.07,2,0.14
"Domestic","AZUL","AZU - 6435",-6.93,-29.07,14,1,0.07,1,0.07
"Domestic","AZUL","AZU - 6436",-5.55,-10.18,11,0,0,0,0
"Domestic","AZUL","AZU - 6437",-6.86,-20.36,14,0,0,1,0.07
"Domestic","AZUL","AZU - 6438",-4.76,-16.88,25,0,0,1,0.04
"Domestic","AZUL","AZU - 6439",-5.86,-13.14,7,0,0,0,0
"Domestic","AZUL","AZU - 6900",-183.43,-186.17,350,25,0.07,17,0.05
"Domestic","AZUL","AZU - 6901",-2.36,-4.17,523,51,0.1,46,0.09
"Domestic","AZUL","AZU - 6902",-83.82,-73.85,430,96,0.22,77,0.18
"Domestic","AZUL","AZU - 6903",-14.91,-13.25,315,94,0.3,86,0.27
"Domestic","AZUL","AZU - 6904",4.01,0.03,391,55,0.14,48,0.12
"Domestic","AZUL","AZU - 6905",36.74,32.96,417,66,0.16,61,0.15
"Domestic","AZUL","AZU - 6906",-47.75,-45.25,268,82,0.31,42,0.16
"Domestic","AZUL","AZU - 6907",8.11,5.57,284,78,0.27,66,0.23
"Domestic","AZUL","AZU - 6908",14.42,16.95,710,185,0.26,104,0.15
"Domestic","AZUL","AZU - 6909",6.38,9.48,232,84,0.36,47,0.2
"Domestic","AZUL","AZU - 6910",12.53,16.27,97,36,0.37,25,0.26
"Domestic","AZUL","AZU - 6911",4.55,2.36,439,87,0.2,93,0.21
"Domestic","AZUL","AZU - 6912",2.32,1.8,408,77,0.19,54,0.13
"Domestic","AZUL","AZU - 6913",9.02,6.6,94,30,0.32,20,0.21
"Domestic","AZUL","AZU - 6914",-2.03,-11.01,104,6,0.06,9,0.09
"Domestic","AZUL","AZU - 6915",4.19,0.6,42,6,0.14,8,0.19
"Domestic","AZUL","AZU - 6916",1.93,-4.32,87,10,0.11,8,0.09
"Domestic","AZUL","AZU - 6917",2.56,5.36,81,17,0.21,11,0.14
"Domestic","AZUL","AZU - 6918",29.47,24.55,723,41,0.06,38,0.05
"Domestic","AZUL","AZU - 6919",14.6,12.17,517,62,0.12,63,0.12
"Domestic","AZUL","AZU - 6920",-51.49,-43.05,600,74,0.12,41,0.07
"Domestic","AZUL","AZU - 6921",-10.65,-12.91,663,78,0.12,69,0.1
"Domestic","AZUL","AZU - 6922",1.79,0.17,937,106,0.11,101,0.11
"Domestic","AZUL","AZU - 6923",19.13,17.6,792,100,0.13,77,0.1
"Domestic","AZUL","AZU - 6924",19.8,13.92,360,23,0.06,21,0.06
"Domestic","AZUL","AZU - 6925",19.73,12.33,601,41,0.07,40,0.07
"Domestic","AZUL","AZU - 6926",-6.81,-1.87,649,54,0.08,41,0.06
"Domestic","AZUL","AZU - 6927",-4.67,3.3,687,67,0.1,54,0.08
"Domestic","AZUL","AZU - 6928",-21.75,-24.72,584,86,0.15,75,0.13
"Domestic","AZUL","AZU - 6929",-62.62,-70.4,240,16,0.07,15,0.06
"Domestic","AZUL","AZU - 6930",-3.28,-18.16,90,3,0.03,6,0.07
"Domestic","AZUL","AZU - 6931",7.94,12.55,116,49,0.42,33,0.28
"Domestic","AZUL","AZU - 6932",-214.25,-213.75,87,7,0.08,4,0.05
"Domestic","AZUL","AZU - 6933",-4.8,-9.49,348,23,0.07,18,0.05
"Domestic","AZUL","AZU - 6934",0.67,-1.22,129,12,0.09,10,0.08
"Domestic","AZUL","AZU - 6935",-3.76,-8.51,129,8,0.06,9,0.07
"Domestic","AZUL","AZU - 6936",-1.36,-2.37,89,4,0.04,4,0.04
"Domestic","AZUL","AZU - 6937",5.39,1.39,18,3,0.17,3,0.17
"Domestic","AZUL","AZU - 6938",3.71,-0.31,336,52,0.15,45,0.13
"Domestic","AZUL","AZU - 6939",6.56,1.81,331,82,0.25,91,0.27
"Domestic","AZUL","AZU - 6940",-2.68,-9.67,133,10,0.08,6,0.05
"Domestic","AZUL","AZU - 6941",-3.72,-9.45,137,3,0.02,3,0.02
"Domestic","AZUL","AZU - 6942",44.63,41.08,341,55,0.16,37,0.11
"Domestic","AZUL","AZU - 6943",14.02,15.16,285,67,0.24,55,0.19
"Domestic","AZUL","AZU - 6944",2.03,4.16,128,17,0.13,7,0.05
"Domestic","AZUL","AZU - 6945",-0.31,-1.54,124,4,0.03,4,0.03
"Domestic","AZUL","AZU - 6946",-124.99,-127.38,147,18,0.12,14,0.1
"Domestic","AZUL","AZU - 6947",-102.69,-106.45,175,21,0.12,19,0.11
"Domestic","AZUL","AZU - 6948",4.14,2.27,81,12,0.15,11,0.14
"Domestic","AZUL","AZU - 6949",6.45,5.86,205,43,0.21,36,0.18
"Domestic","AZUL","AZU - 6950",11.56,12.13,919,140,0.15,88,0.1
"Domestic","AZUL","AZU - 6951",-2.58,-5.8,427,19,0.04,24,0.06
"Domestic","AZUL","AZU - 6952",1.29,-2.13,447,32,0.07,30,0.07
"Domestic","AZUL","AZU - 6953",7.92,5.37,804,55,0.07,53,0.07
"Domestic","AZUL","AZU - 6954",0.01,-3.05,132,12,0.09,8,0.06
"Domestic","AZUL","AZU - 6955",0.75,-3.77,142,12,0.08,19,0.13
"Domestic","AZUL","AZU - 6956",-26.02,-21.83,748,58,0.08,47,0.06
"Domestic","AZUL","AZU - 6957",-37.13,-34.17,566,31,0.05,36,0.06
"Domestic","AZUL","AZU - 6958",4.83,5.73,293,55,0.19,42,0.14
"Domestic","AZUL","AZU - 6959",4.88,0.18,296,43,0.15,50,0.17
"Domestic","AZUL","AZU - 6960",0.2,-2.62,216,15,0.07,23,0.11
"Domestic","AZUL","AZU - 6961",-113.75,-104.32,550,86,0.16,75,0.14
"Domestic","AZUL","AZU - 6962",-35.75,-29.25,875,98,0.11,55,0.06
"Domestic","AZUL","AZU - 6963",1.04,2.79,538,95,0.18,66,0.12
"Domestic","AZUL","AZU - 6964",25.94,23,568,94,0.17,74,0.13
"Domestic","AZUL","AZU - 6965",5.99,5.35,217,40,0.18,45,0.21
"Domestic","AZUL","AZU - 6966",32.67,29.39,737,89,0.12,84,0.11
"Domestic","AZUL","AZU - 6967",26.31,22.6,583,79,0.14,84,0.14
"Domestic","AZUL","AZU - 6968",-1.89,-3.12,128,19,0.15,6,0.05
"Domestic","AZUL","AZU - 6969",-3.49,-7.61,342,15,0.04,15,0.04
"Domestic","AZUL","AZU - 6970",1.26,2.75,261,19,0.07,7,0.03
"Domestic","AZUL","AZU - 6971",1.32,0.85,106,19,0.18,13,0.12
"Domestic","AZUL","AZU - 6972",17.22,16.01,76,36,0.47,32,0.42
"Domestic","AZUL","AZU - 6973",1.15,-1.84,73,8,0.11,7,0.1
"Domestic","AZUL","AZU - 6974",0.78,-1.67,248,36,0.15,34,0.14
"Domestic","AZUL","AZU - 6975",7.38,6.15,84,14,0.17,13,0.15
"Domestic","AZUL","AZU - 6976",-1.67,-4.3,94,9,0.1,9,0.1
"Domestic","AZUL","AZU - 6977",-1.1,-4.32,102,9,0.09,11,0.11
"Domestic","AZUL","AZU - 6978",11.09,6.83,718,74,0.1,67,0.09
"Domestic","AZUL","AZU - 6979",11.63,18.05,663,42,0.06,37,0.06
"Domestic","AZUL","AZU - 6980",-10.97,-13.47,286,44,0.15,37,0.13
"Domestic","AZUL","AZU - 6981",-6.87,-10.73,339,13,0.04,14,0.04
"Domestic","AZUL","AZU - 6982",1.09,-3.32,134,8,0.06,8,0.06
"Domestic","AZUL","AZU - 6983",-3.99,-8.85,106,4,0.04,4,0.04
"Domestic","AZUL","AZU - 6984",1.08,1.75,135,16,0.12,11,0.08
"Domestic","AZUL","AZU - 6985",-0.3,-2.5,54,5,0.09,3,0.06
"Domestic","AZUL","AZU - 6986",2.51,-1.36,59,8,0.14,7,0.12
"Domestic","AZUL","AZU - 6987",-3.45,-6.4,134,10,0.07,6,0.04
"Domestic","AZUL","AZU - 6988",-2.38,-3.31,234,16,0.07,14,0.06
"Domestic","AZUL","AZU - 6989",-2.11,-2.91,229,8,0.03,6,0.03
"Domestic","AZUL","AZU - 6990",-3.14,-6,7,1,0.14,0,0
"Domestic","AZUL","AZU - 6991",24.99,23.4,581,47,0.08,42,0.07
"Domestic","AZUL","AZU - 6992",2.37,-2.11,175,11,0.06,15,0.09
"Domestic","AZUL","AZU - 6993",16.41,12.33,470,51,0.11,50,0.11
"Domestic","AZUL","AZU - 6994",-0.11,-6.89,101,6,0.06,9,0.09
"Domestic","AZUL","AZU - 6995",-4.87,-8.8,97,5,0.05,6,0.06
"Domestic","AZUL","AZU - 6996",1.48,-2.87,455,60,0.13,58,0.13
"Domestic","AZUL","AZU - 6997",-20.04,13.12,139,19,0.14,15,0.11
"Domestic","AZUL","AZU - 6998",-19.63,27.28,126,28,0.22,17,0.13
"Domestic","AZUL","AZU - 6999",-1.17,-2.78,313,18,0.06,14,0.04
"Domestic","FLYWAYS","FYW - 6500",3.8,7.07,75,17,0.23,5,0.07
"Domestic","FLYWAYS","FYW - 6501",3.16,3.24,76,7,0.09,7,0.09
"Domestic","FLYWAYS","FYW - 6502",6.29,6.1,101,11,0.11,14,0.14
"Domestic","FLYWAYS","FYW - 6503",5.3,5.56,101,11,0.11,11,0.11
"Domestic","FLYWAYS","FYW - 6504",7.85,11.34,62,14,0.23,11,0.18
"Domestic","FLYWAYS","FYW - 6505",9.81,9.21,62,13,0.21,14,0.23
"Domestic","FLYWAYS","FYW - 6506",5.17,5.97,98,9,0.09,8,0.08
"Domestic","FLYWAYS","FYW - 6507",6.12,6.48,98,10,0.1,9,0.09
"Domestic","FLYWAYS","FYW - 6508",4.6,7.68,62,12,0.19,6,0.1
"Domestic","FLYWAYS","FYW - 6509",4.66,4.66,62,8,0.13,7,0.11
"Domestic","FLYWAYS","FYW - 6510",3.55,4.11,93,11,0.12,10,0.11
"Domestic","FLYWAYS","FYW - 6511",9.41,13.39,93,30,0.32,18,0.19
"Domestic","FLYWAYS","FYW - 6512",0,0,138,0,0,0,0
"Domestic","FLYWAYS","FYW - 6513",0,0,138,0,0,0,0
"Domestic","FLYWAYS","FYW - 6514",0,0,91,0,0,0,0
"Domestic","FLYWAYS","FYW - 6515",0,0,91,0,0,0,0
"Domestic","FLYWAYS","FYW - 6516",0,0,46,0,0,0,0
"Domestic","FLYWAYS","FYW - 6517",0,0,46,0,0,0,0
"Domestic","GOL","GLO - 1001",0.16,0.39,209,4,0.02,2,0.01
"Domestic","GOL","GLO - 1002",0.88,3.7,216,34,0.16,4,0.02
"Domestic","GOL","GLO - 1003",1.25,2.1,663,50,0.08,25,0.04
"Domestic","GOL","GLO - 1004",2.38,3.62,471,55,0.12,30,0.06
"Domestic","GOL","GLO - 1005",1.52,1.21,290,13,0.04,14,0.05
"Domestic","GOL","GLO - 1006",3.21,4.31,233,28,0.12,18,0.08
"Domestic","GOL","GLO - 1007",1.58,2.07,347,26,0.07,16,0.05
"Domestic","GOL","GLO - 1008",1.82,2.38,331,23,0.07,21,0.06
"Domestic","GOL","GLO - 1009",-4.08,7.53,667,167,0.25,82,0.12
"Domestic","GOL","GLO - 1010",4.53,7.86,288,85,0.3,36,0.12
"Domestic","GOL","GLO - 1011",6.17,4.67,248,25,0.1,43,0.17
"Domestic","GOL","GLO - 1012",3.27,5.49,339,72,0.21,36,0.11
"Domestic","GOL","GLO - 1013",6.2,8.4,279,76,0.27,44,0.16
"Domestic","GOL","GLO - 1014",1.91,2.59,297,29,0.1,21,0.07
"Domestic","GOL","GLO - 1015",9.19,9.69,350,114,0.33,103,0.29
"Domestic","GOL","GLO - 1016",7.66,12.79,277,110,0.4,68,0.25
"Domestic","GOL","GLO - 1019",4.41,4.2,347,50,0.14,56,0.16
"Domestic","GOL","GLO - 1020",7.04,7.24,327,67,0.2,72,0.22
"Domestic","GOL","GLO - 1022",2.96,3.17,440,39,0.09,35,0.08
"Domestic","GOL","GLO - 1023",2.39,2.61,283,24,0.08,20,0.07
"Domestic","GOL","GLO - 1024",5.45,5.69,272,44,0.16,46,0.17
"Domestic","GOL","GLO - 1025",6,5.36,256,39,0.15,48,0.19
"Domestic","GOL","GLO - 1027",11.52,13.28,25,11,0.44,6,0.24
"Domestic","GOL","GLO - 1028",6.88,7.58,137,22,0.16,21,0.15
"Domestic","GOL","GLO - 1029",3.87,5.15,189,33,0.17,27,0.14
"Domestic","GOL","GLO - 1030",7.03,8.15,264,73,0.28,64,0.24
"Domestic","GOL","GLO - 1031",1.07,1.42,266,14,0.05,11,0.04
"Domestic","GOL","GLO - 1034",4.43,4.66,233,35,0.15,33,0.14
"Domestic","GOL","GLO - 1035",1.89,1.52,188,9,0.05,13,0.07
"Domestic","GOL","GLO - 1036",2.26,4.25,324,49,0.15,21,0.06
"Domestic","GOL","GLO - 1037",2.63,1.56,43,3,0.07,4,0.09
"Domestic","GOL","GLO - 1038",2.51,5.34,732,127,0.17,57,0.08
"Domestic","GOL","GLO - 1039",6.19,7.68,189,44,0.23,33,0.17
"Domestic","GOL","GLO - 1040",3.68,5.9,293,59,0.2,30,0.1
"Domestic","GOL","GLO - 1041",4.63,8.43,315,83,0.26,36,0.11
"Domestic","GOL","GLO - 1042",3.09,4.19,348,46,0.13,28,0.08
"Domestic","GOL","GLO - 1043",6.84,7.95,294,68,0.23,54,0.18
"Domestic","GOL","GLO - 1044",4.48,6.99,275,63,0.23,30,0.11
"Domestic","GOL","GLO - 1045",8.34,7.95,248,46,0.19,56,0.23
"Domestic","GOL","GLO - 1046",23.3,24.72,780,146,0.19,118,0.15
"Domestic","GOL","GLO - 1047",10.1,16.6,336,151,0.45,82,0.24
"Domestic","GOL","GLO - 1048",7.49,8.64,289,63,0.22,63,0.22
"Domestic","GOL","GLO - 1049",8.78,13.37,301,109,0.36,61,0.2
"Domestic","GOL","GLO - 1050",8.11,10.37,285,79,0.28,56,0.2
"Domestic","GOL","GLO - 1051",9.02,13.74,324,127,0.39,72,0.22
"Domestic","GOL","GLO - 1052",14.71,13.38,295,84,0.28,104,0.35
"Domestic","GOL","GLO - 1053",9.62,13.81,252,92,0.37,61,0.24
"Domestic","GOL","GLO - 1054",10.48,10,329,85,0.26,94,0.29
"Domestic","GOL","GLO - 1055",9.28,15.22,329,136,0.41,71,0.22
"Domestic","GOL","GLO - 1056",10.03,9.88,257,62,0.24,74,0.29
"Domestic","GOL","GLO - 1057",10.13,9.79,258,68,0.26,67,0.26
"Domestic","GOL","GLO - 1060",1.43,2.88,150,16,0.11,9,0.06
"Domestic","GOL","GLO - 1061",2.59,3.14,198,25,0.13,18,0.09
"Domestic","GOL","GLO - 1062",2.17,1.98,488,27,0.06,33,0.07
"Domestic","GOL","GLO - 1063",0.94,0.97,254,6,0.02,11,0.04
"Domestic","GOL","GLO - 1064",4.91,5.25,261,35,0.13,31,0.12
"Domestic","GOL","GLO - 1065",1.87,1.57,30,2,0.07,3,0.1
"Domestic","GOL","GLO - 1066",5.71,1.55,98,5,0.05,16,0.16
"Domestic","GOL","GLO - 1067",7.42,7.37,367,67,0.18,67,0.18
"Domestic","GOL","GLO - 1068",-0.78,12.15,679,252,0.37,138,0.2
"Domestic","GOL","GLO - 1069",-14.3,-12,663,121,0.18,57,0.09
"Domestic","GOL","GLO - 1070",52.51,62,270,59,0.22,45,0.17
"Domestic","GOL","GLO - 1071",1.98,4.09,253,31,0.12,13,0.05
"Domestic","GOL","GLO - 1072",-1.57,-2.23,35,0,0,0,0
"Domestic","GOL","GLO - 1073",3.28,3.04,83,7,0.08,6,0.07
"Domestic","GOL","GLO - 1074",1.09,0.9,157,5,0.03,5,0.03
"Domestic","GOL","GLO - 1075",5.2,6.32,87,13,0.15,11,0.13
"Domestic","GOL","GLO - 1076",2.68,2.93,1042,77,0.07,48,0.05
"Domestic","GOL","GLO - 1077",4.57,12.29,192,68,0.35,20,0.1
"Domestic","GOL","GLO - 1078",7.2,6.24,433,74,0.17,90,0.21
"Domestic","GOL","GLO - 1079",2.15,1.61,999,69,0.07,81,0.08
"Domestic","GOL","GLO - 1080",3.91,2.73,155,6,0.04,15,0.1
"Domestic","GOL","GLO - 1081",8.19,8.05,376,76,0.2,90,0.24
"Domestic","GOL","GLO - 1082",1.47,0.67,85,4,0.05,5,0.06
"Domestic","GOL","GLO - 1083",6.13,7.86,111,26,0.23,21,0.19
"Domestic","GOL","GLO - 1084",4.82,7.93,599,138,0.23,58,0.1
"Domestic","GOL","GLO - 1085",1.97,2.13,171,9,0.05,8,0.05
"Domestic","GOL","GLO - 1086",8.11,8.53,194,34,0.18,34,0.18
"Domestic","GOL","GLO - 1087",2.86,3.42,66,6,0.09,5,0.08
"Domestic","GOL","GLO - 1088",4.35,2.93,322,25,0.08,45,0.14
"Domestic","GOL","GLO - 1089",11.08,21.34,449,246,0.55,119,0.27
"Domestic","GOL","GLO - 1090",7.82,6.86,273,56,0.21,63,0.23
"Domestic","GOL","GLO - 1091",4.24,6.88,176,35,0.2,16,0.09
"Domestic","GOL","GLO - 1092",2,1.79,571,34,0.06,40,0.07
"Domestic","GOL","GLO - 1093",1.98,1.9,772,35,0.05,36,0.05
"Domestic","GOL","GLO - 1094",4.55,5.37,1182,161,0.14,118,0.1
"Domestic","GOL","GLO - 1095",5.08,4.83,621,51,0.08,64,0.1
"Domestic","GOL","GLO - 1096",5.41,5.11,824,113,0.14,143,0.17
"Domestic","GOL","GLO - 1097",3.58,4.06,927,101,0.11,86,0.09
"Domestic","GOL","GLO - 1098",8.17,5.87,755,95,0.13,166,0.22
"Domestic","GOL","GLO - 1099",3.88,3.12,618,58,0.09,67,0.11
"Domestic","GOL","GLO - 1100",2.66,2.42,248,18,0.07,25,0.1
"Domestic","GOL","GLO - 1101",3.77,3.19,459,50,0.11,48,0.1
"Domestic","GOL","GLO - 1102",5.42,4.51,476,36,0.08,52,0.11
"Domestic","GOL","GLO - 1103",3.64,5.6,149,18,0.12,6,0.04
"Domestic","GOL","GLO - 1104",3.39,4.72,46,7,0.15,4,0.09
"Domestic","GOL","GLO - 1105",4.22,3.59,104,5,0.05,8,0.08
"Domestic","GOL","GLO - 1106",4.5,4.6,428,68,0.16,64,0.15
"Domestic","GOL","GLO - 1107",10.17,9.92,12,2,0.17,2,0.17
"Domestic","GOL","GLO - 1108",6.49,6.72,503,89,0.18,85,0.17
"Domestic","GOL","GLO - 1109",-9.11,-4.22,9,0,0,0,0
"Domestic","GOL","GLO - 1110",4.59,4.6,871,108,0.12,114,0.13
"Domestic","GOL","GLO - 1111",7.73,8.85,782,154,0.2,112,0.14
"Domestic","GOL","GLO - 1112",4.65,6.88,407,87,0.21,47,0.12
"Domestic","GOL","GLO - 1113",3.63,3.25,139,11,0.08,12,0.09
"Domestic","GOL","GLO - 1114",6.24,5.91,1085,158,0.15,182,0.17
"Domestic","GOL","GLO - 1115",2.89,3.97,419,48,0.11,34,0.08
"Domestic","GOL","GLO - 1116",22.16,20.24,63,34,0.54,39,0.62
"Domestic","GOL","GLO - 1117",6.73,10.54,410,123,0.3,61,0.15
"Domestic","GOL","GLO - 1118",0,0,23,0,0,0,0
"Domestic","GOL","GLO - 1119",4.6,5.6,1103,141,0.13,108,0.1
"Domestic","GOL","GLO - 1120",4.87,4.04,447,35,0.08,44,0.1
"Domestic","GOL","GLO - 1121",5.2,12.42,222,99,0.45,26,0.12
"Domestic","GOL","GLO - 1122",3.91,4.32,2485,305,0.12,254,0.1
"Domestic","GOL","GLO - 1123",24.04,24.55,686,61,0.09,35,0.05
"Domestic","GOL","GLO - 1124",4.59,4.1,798,69,0.09,84,0.11
"Domestic","GOL","GLO - 1125",3.2,3.32,893,61,0.07,67,0.08
"Domestic","GOL","GLO - 1126",1.63,1.45,271,13,0.05,18,0.07
"Domestic","GOL","GLO - 1127",6.91,16.07,219,101,0.46,43,0.2
"Domestic","GOL","GLO - 1128",1.33,5,3,1,0.33,1,0.33
"Domestic","GOL","GLO - 1129",3.43,4.11,2612,325,0.12,262,0.1
"Domestic","GOL","GLO - 1130",13.54,16.44,39,15,0.38,10,0.26
"Domestic","GOL","GLO - 1131",3.28,3.05,374,10,0.03,12,0.03
"Domestic","GOL","GLO - 1132",5.77,5.82,168,29,0.17,24,0.14
"Domestic","GOL","GLO - 1133",3,4.06,344,37,0.11,24,0.07
"Domestic","GOL","GLO - 1134",3.59,3.79,385,42,0.11,38,0.1
"Domestic","GOL","GLO - 1135",5.57,6.97,246,40,0.16,27,0.11
"Domestic","GOL","GLO - 1136",2.09,3.34,202,22,0.11,14,0.07
"Domestic","GOL","GLO - 1137",4.56,4.64,302,37,0.12,35,0.12
"Domestic","GOL","GLO - 1138",5.32,4.63,185,26,0.14,32,0.17
"Domestic","GOL","GLO - 1139",0.56,0.55,252,9,0.04,9,0.04
"Domestic","GOL","GLO - 1140",6.21,6.51,121,25,0.21,24,0.2
"Domestic","GOL","GLO - 1141",5.86,5.92,524,38,0.07,36,0.07
"Domestic","GOL","GLO - 1142",7.05,7.27,183,39,0.21,35,0.19
"Domestic","GOL","GLO - 1143",6.21,7.27,460,96,0.21,79,0.17
"Domestic","GOL","GLO - 1144",6.7,10.58,142,48,0.34,22,0.15
"Domestic","GOL","GLO - 1145",3.1,4.29,262,34,0.13,19,0.07
"Domestic","GOL","GLO - 1146",1.95,1.82,193,10,0.05,12,0.06
"Domestic","GOL","GLO - 1147",2.61,2.82,462,23,0.05,18,0.04
"Domestic","GOL","GLO - 1148",3.65,3.36,244,23,0.09,21,0.09
"Domestic","GOL","GLO - 1149",1.4,1.6,507,25,0.05,21,0.04
"Domestic","GOL","GLO - 1150",4.1,4.56,153,13,0.08,14,0.09
"Domestic","GOL","GLO - 1151",4.04,3.87,217,5,0.02,5,0.02
"Domestic","GOL","GLO - 1152",4.52,3.8,272,25,0.09,33,0.12
"Domestic","GOL","GLO - 1153",1.69,1.52,385,19,0.05,18,0.05
"Domestic","GOL","GLO - 1154",6.87,4.27,501,48,0.1,111,0.22
"Domestic","GOL","GLO - 1155",2.5,2.44,537,19,0.04,21,0.04
"Domestic","GOL","GLO - 1156",3.73,3.14,457,35,0.08,40,0.09
"Domestic","GOL","GLO - 1157",5.44,7.25,460,105,0.23,63,0.14
"Domestic","GOL","GLO - 1158",3.76,3.46,68,3,0.04,3,0.04
"Domestic","GOL","GLO - 1159",32.05,23.8,297,15,0.05,57,0.19
"Domestic","GOL","GLO - 1160",7.21,4.95,441,31,0.07,55,0.12
"Domestic","GOL","GLO - 1161",19,18.66,38,14,0.37,18,0.47
"Domestic","GOL","GLO - 1162",3.58,0.95,346,9,0.03,35,0.1
"Domestic","GOL","GLO - 1163",9.14,10.42,124,14,0.11,11,0.09
"Domestic","GOL","GLO - 1164",5.37,5.68,534,92,0.17,87,0.16
"Domestic","GOL","GLO - 1165",6.59,6.04,451,73,0.16,83,0.18
"Domestic","GOL","GLO - 1166",-12.25,-16.05,518,48,0.09,67,0.13
"Domestic","GOL","GLO - 1167",6.16,6.62,196,37,0.19,34,0.17
"Domestic","GOL","GLO - 1168",5.65,8.81,316,82,0.26,46,0.15
"Domestic","GOL","GLO - 1169",-97.85,-73.08,239,22,0.09,17,0.07
"Domestic","GOL","GLO - 1170",6.25,3.73,585,53,0.09,111,0.19
"Domestic","GOL","GLO - 1171",0.73,-0.77,111,5,0.05,9,0.08
"Domestic","GOL","GLO - 1172",-31.63,-38.91,337,28,0.08,77,0.23
"Domestic","GOL","GLO - 1173",2.7,5.9,373,69,0.18,35,0.09
"Domestic","GOL","GLO - 1174",8.62,7.39,186,38,0.2,45,0.24
"Domestic","GOL","GLO - 1175",2.01,1.74,851,31,0.04,38,0.04
"Domestic","GOL","GLO - 1176",5.86,5.55,146,27,0.18,30,0.21
"Domestic","GOL","GLO - 1177",2.32,5.3,197,38,0.19,11,0.06
"Domestic","GOL","GLO - 1178",0,0,4,0,0,0,0
"Domestic","GOL","GLO - 1179",3.17,2.15,40,2,0.05,5,0.12
"Domestic","GOL","GLO - 1180",5.53,4.81,114,16,0.14,23,0.2
"Domestic","GOL","GLO - 1181",-33.88,-32.85,481,47,0.1,38,0.08
"Domestic","GOL","GLO - 1182",6.31,5.86,473,69,0.15,80,0.17
"Domestic","GOL","GLO - 1183",1.3,1.1,444,15,0.03,16,0.04
"Domestic","GOL","GLO - 1184",3.59,3.12,316,23,0.07,30,0.09
"Domestic","GOL","GLO - 1185",0.22,5.4,68,15,0.22,2,0.03
"Domestic","GOL","GLO - 1186",5.64,6.1,160,33,0.21,27,0.17
"Domestic","GOL","GLO - 1187",0.58,0.46,84,3,0.04,2,0.02
"Domestic","GOL","GLO - 1188",-15.02,4.17,365,55,0.15,16,0.04
"Domestic","GOL","GLO - 1189",0.37,0.18,68,2,0.03,1,0.01
"Domestic","GOL","GLO - 1190",3.23,4.47,475,60,0.13,43,0.09
"Domestic","GOL","GLO - 1191",5.48,1.7,414,19,0.05,78,0.19
"Domestic","GOL","GLO - 1192",0.58,2.17,194,20,0.1,10,0.05
"Domestic","GOL","GLO - 1193",5.76,4.74,66,5,0.08,6,0.09
