"Flight.Type","Airline","Flight.No","TotalFlight"
"International","UNITED AIRLINES","UAL - 104",7
"International","UNITED AIRLINES","UAL - 105",2
"International","UNITED AIRLINES","UAL - 128",12
"International","UNITED AIRLINES","UAL - 129",11
"International","UNITED AIRLINES","UAL - 148",10
"International","UNITED AIRLINES","UAL - 149",12
"International","UNITED AIRLINES","UAL - 20",4
"International","UNITED AIRLINES","UAL - 21",1
"International","UNITED AIRLINES","UAL - 30",4
"International","UNITED AIRLINES","UAL - 31",6
"International","UNITED AIRLINES","UAL - 844",27
"International","UNITED AIRLINES","UAL - 845",24
"International","UNITED AIRLINES","UAL - 860",33
"International","UNITED AIRLINES","UAL - 861",27
"International","UNITED AIRLINES","UAL - 978",2
"International","UNITED AIRLINES","UAL - 979",5
"International","US AIRWAYS INC.","AWE - 800",7
"Regional","AZUL","AZU - 2400",98
"Regional","AZUL","AZU - 2401",144
"Regional","AZUL","AZU - 2402",72
"Regional","AZUL","AZU - 2403",100
"Regional","AZUL","AZU - 2404",272
"Regional","AZUL","AZU - 2405",327
"Regional","AZUL","AZU - 2406",95
"Regional","AZUL","AZU - 2407",41
"Regional","AZUL","AZU - 2408",47
"Regional","AZUL","AZU - 2409",86
"Regional","AZUL","AZU - 2410",68
"Regional","AZUL","AZU - 2411",50
"Regional","AZUL","AZU - 2412",55
"Regional","AZUL","AZU - 2413",106
"Regional","AZUL","AZU - 2414",81
"Regional","AZUL","AZU - 2415",28
"Regional","AZUL","AZU - 2416",63
"Regional","AZUL","AZU - 2417",23
"Regional","AZUL","AZU - 2418",100
"Regional","AZUL","AZU - 2419",94
"Regional","AZUL","AZU - 2420",129
"Regional","AZUL","AZU - 2421",167
"Regional","AZUL","AZU - 2424",145
"Regional","AZUL","AZU - 2425",131
"Regional","AZUL","AZU - 2426",11
"Regional","AZUL","AZU - 2427",9
"Regional","AZUL","AZU - 2428",198
"Regional","AZUL","AZU - 2429",167
"Regional","AZUL","AZU - 2430",79
"Regional","AZUL","AZU - 2431",59
"Regional","AZUL","AZU - 2432",239
"Regional","AZUL","AZU - 2433",188
"Regional","AZUL","AZU - 2434",212
"Regional","AZUL","AZU - 2435",138
"Regional","AZUL","AZU - 2436",110
"Regional","AZUL","AZU - 2437",213
"Regional","AZUL","AZU - 2438",19
"Regional","AZUL","AZU - 2439",136
"Regional","AZUL","AZU - 2440",364
"Regional","AZUL","AZU - 2441",302
"Regional","AZUL","AZU - 2442",138
"Regional","AZUL","AZU - 2443",21
"Regional","AZUL","AZU - 2444",13
"Regional","AZUL","AZU - 2445",84
"Regional","AZUL","AZU - 2446",35
"Regional","AZUL","AZU - 2447",6
"Regional","AZUL","AZU - 2450",87
"Regional","AZUL","AZU - 2451",35
"Regional","AZUL","AZU - 2452",42
"Regional","AZUL","AZU - 2453",43
"Regional","AZUL","AZU - 2454",9
"Regional","AZUL","AZU - 2455",141
"Regional","AZUL","AZU - 2457",3
"Regional","AZUL","AZU - 2458",28
"Regional","AZUL","AZU - 2459",31
"Regional","AZUL","AZU - 2460",30
"Regional","AZUL","AZU - 2461",39
"Regional","AZUL","AZU - 2462",46
"Regional","AZUL","AZU - 2463",37
"Regional","AZUL","AZU - 2464",127
"Regional","AZUL","AZU - 2465",131
"Regional","AZUL","AZU - 2466",207
"Regional","AZUL","AZU - 2467",57
"Regional","AZUL","AZU - 2468",1
"Regional","AZUL","AZU - 2469",16
"Regional","AZUL","AZU - 2470",43
"Regional","AZUL","AZU - 2471",66
"Regional","AZUL","AZU - 2472",45
"Regional","AZUL","AZU - 2473",163
"Regional","AZUL","AZU - 2474",258
"Regional","AZUL","AZU - 2475",81
"Regional","AZUL","AZU - 2476",64
"Regional","AZUL","AZU - 2477",39
"Regional","AZUL","AZU - 2478",184
"Regional","AZUL","AZU - 2479",70
"Regional","AZUL","AZU - 2480",191
"Regional","AZUL","AZU - 2481",42
"Regional","AZUL","AZU - 2482",186
"Regional","AZUL","AZU - 2483",258
"Regional","AZUL","AZU - 2484",194
"Regional","AZUL","AZU - 2485",190
"Regional","AZUL","AZU - 2486",84
"Regional","AZUL","AZU - 2487",103
"Regional","AZUL","AZU - 2488",254
"Regional","AZUL","AZU - 2489",7
"Regional","AZUL","AZU - 2490",203
"Regional","AZUL","AZU - 2491",236
"Regional","AZUL","AZU - 2492",17
"Regional","AZUL","AZU - 2493",4
"Regional","AZUL","AZU - 2494",28
"Regional","AZUL","AZU - 2495",31
"Regional","AZUL","AZU - 2496",4
"Regional","AZUL","AZU - 2497",35
"Regional","AZUL","AZU - 2498",181
"Regional","AZUL","AZU - 2499",181
"Regional","AZUL","AZU - 2500",54
"Regional","AZUL","AZU - 2501",54
"Regional","AZUL","AZU - 2502",23
"Regional","AZUL","AZU - 2503",1
"Regional","AZUL","AZU - 2504",67
"Regional","AZUL","AZU - 2505",24
"Regional","AZUL","AZU - 2506",30
"Regional","AZUL","AZU - 2507",54
"Regional","AZUL","AZU - 2508",95
"Regional","AZUL","AZU - 2509",51
"Regional","AZUL","AZU - 2510",185
"Regional","AZUL","AZU - 2511",156
"Regional","AZUL","AZU - 2512",115
"Regional","AZUL","AZU - 2513",114
"Regional","AZUL","AZU - 2514",45
"Regional","AZUL","AZU - 2515",170
"Regional","AZUL","AZU - 2518",52
"Regional","AZUL","AZU - 2519",60
"Regional","AZUL","AZU - 2520",46
"Regional","AZUL","AZU - 2521",13
"Regional","AZUL","AZU - 2522",40
"Regional","AZUL","AZU - 2523",13
"Regional","AZUL","AZU - 2524",51
"Regional","AZUL","AZU - 2525",31
"Regional","AZUL","AZU - 2526",65
"Regional","AZUL","AZU - 2527",58
"Regional","AZUL","AZU - 2528",102
"Regional","AZUL","AZU - 2529",109
"Regional","AZUL","AZU - 2530",93
"Regional","AZUL","AZU - 2531",85
"Regional","AZUL","AZU - 2532",140
"Regional","AZUL","AZU - 2533",135
"Regional","AZUL","AZU - 2534",109
"Regional","AZUL","AZU - 2535",111
"Regional","AZUL","AZU - 2536",67
"Regional","AZUL","AZU - 2537",72
"Regional","AZUL","AZU - 2538",213
"Regional","AZUL","AZU - 2539",13
"Regional","AZUL","AZU - 2540",103
"Regional","AZUL","AZU - 2541",2
"Regional","AZUL","AZU - 2542",15
"Regional","AZUL","AZU - 2543",273
"Regional","AZUL","AZU - 2544",70
"Regional","AZUL","AZU - 2545",73
"Regional","AZUL","AZU - 2546",166
"Regional","AZUL","AZU - 2547",11
"Regional","AZUL","AZU - 2550",54
"Regional","AZUL","AZU - 2551",21
"Regional","AZUL","AZU - 2552",31
"Regional","AZUL","AZU - 2553",18
"Regional","AZUL","AZU - 2554",13
"Regional","AZUL","AZU - 2555",13
"Regional","AZUL","AZU - 2556",75
"Regional","AZUL","AZU - 2557",65
"Regional","AZUL","AZU - 2558",68
"Regional","AZUL","AZU - 2559",9
"Regional","AZUL","AZU - 2560",22
"Regional","AZUL","AZU - 2561",31
"Regional","AZUL","AZU - 2562",83
"Regional","AZUL","AZU - 2563",44
"Regional","AZUL","AZU - 2568",274
"Regional","AZUL","AZU - 2569",275
"Regional","AZUL","AZU - 2570",97
"Regional","AZUL","AZU - 2571",72
"Regional","AZUL","AZU - 2572",80
"Regional","AZUL","AZU - 2573",23
"Regional","AZUL","AZU - 2574",112
"Regional","AZUL","AZU - 2575",136
"Regional","AZUL","AZU - 2576",16
"Regional","AZUL","AZU - 2577",12
"Regional","AZUL","AZU - 2578",127
"Regional","AZUL","AZU - 2579",94
"Regional","AZUL","AZU - 2580",102
"Regional","AZUL","AZU - 2581",155
"Regional","AZUL","AZU - 2582",154
"Regional","AZUL","AZU - 2583",109
"Regional","AZUL","AZU - 2584",109
"Regional","AZUL","AZU - 2587",190
"Regional","AZUL","AZU - 2588",43
"Regional","AZUL","AZU - 2589",33
"Regional","AZUL","AZU - 2590",51
"Regional","AZUL","AZU - 2591",64
"Regional","AZUL","AZU - 2592",2
"Regional","AZUL","AZU - 2593",7
"Regional","AZUL","AZU - 2594",107
"Regional","AZUL","AZU - 2595",92
"Regional","AZUL","AZU - 2598",4
"Regional","AZUL","AZU - 2599",2
"Regional","AZUL","AZU - 2601",1
"Regional","AZUL","AZU - 2602",7
"Regional","AZUL","AZU - 2603",134
"Regional","AZUL","AZU - 2604",24
"Regional","AZUL","AZU - 2605",62
"Regional","AZUL","AZU - 2606",47
"Regional","AZUL","AZU - 2607",32
"Regional","AZUL","AZU - 2608",143
"Regional","AZUL","AZU - 2609",57
"Regional","AZUL","AZU - 2610",10
"Regional","AZUL","AZU - 2611",18
"Regional","AZUL","AZU - 2617",105
"Regional","AZUL","AZU - 2618",12
"Regional","AZUL","AZU - 2620",26
"Regional","AZUL","AZU - 2621",88
"Regional","AZUL","AZU - 2622",93
"Regional","AZUL","AZU - 2623",11
"Regional","AZUL","AZU - 2624",26
"Regional","AZUL","AZU - 2625",30
"Regional","AZUL","AZU - 2626",33
"Regional","AZUL","AZU - 2627",5
"Regional","AZUL","AZU - 2628",46
"Regional","AZUL","AZU - 2629",6
"Regional","AZUL","AZU - 2630",20
"Regional","AZUL","AZU - 2631",174
"Regional","AZUL","AZU - 2632",337
"Regional","AZUL","AZU - 2633",18
"Regional","AZUL","AZU - 2634",3
"Regional","AZUL","AZU - 2635",7
"Regional","AZUL","AZU - 2636",63
"Regional","AZUL","AZU - 2637",49
"Regional","AZUL","AZU - 2638",22
"Regional","AZUL","AZU - 2641",11
"Regional","AZUL","AZU - 2644",27
"Regional","AZUL","AZU - 2645",1
"Regional","AZUL","AZU - 2650",2
"Regional","AZUL","AZU - 2651",3
"Regional","AZUL","AZU - 2652",160
"Regional","AZUL","AZU - 2653",156
"Regional","AZUL","AZU - 2654",123
"Regional","AZUL","AZU - 2655",97
"Regional","AZUL","AZU - 2656",31
"Regional","AZUL","AZU - 2657",59
"Regional","AZUL","AZU - 2658",53
"Regional","AZUL","AZU - 2659",2
"Regional","AZUL","AZU - 2660",2
"Regional","AZUL","AZU - 2661",18
"Regional","AZUL","AZU - 2662",13
"Regional","AZUL","AZU - 2664",87
"Regional","AZUL","AZU - 2665",22
"Regional","AZUL","AZU - 2666",45
"Regional","AZUL","AZU - 2667",47
"Regional","AZUL","AZU - 2668",1
"Regional","AZUL","AZU - 2669",56
"Regional","AZUL","AZU - 2670",37
"Regional","AZUL","AZU - 2672",14
"Regional","AZUL","AZU - 2673",17
"Regional","AZUL","AZU - 2674",17
"Regional","AZUL","AZU - 2675",16
"Regional","AZUL","AZU - 2676",33
"Regional","AZUL","AZU - 2677",19
"Regional","AZUL","AZU - 2678",14
"Regional","AZUL","AZU - 2679",30
"Regional","AZUL","AZU - 2680",64
"Regional","AZUL","AZU - 2681",66
"Regional","AZUL","AZU - 2682",4
"Regional","AZUL","AZU - 2683",1
"Regional","AZUL","AZU - 2684",16
"Regional","AZUL","AZU - 2689",13
"Regional","AZUL","AZU - 2694",18
"Regional","AZUL","AZU - 2696",5
"Regional","AZUL","AZU - 2697",21
"Regional","AZUL","AZU - 2698",12
"Regional","AZUL","AZU - 2699",6
"Regional","AZUL","AZU - 2700",60
"Regional","AZUL","AZU - 2701",264
"Regional","AZUL","AZU - 2702",23
"Regional","AZUL","AZU - 2703",23
"Regional","AZUL","AZU - 2706",3
"Regional","AZUL","AZU - 2708",1
"Regional","AZUL","AZU - 2709",6
"Regional","AZUL","AZU - 2710",95
"Regional","AZUL","AZU - 2711",101
"Regional","AZUL","AZU - 2712",53
"Regional","AZUL","AZU - 2713",110
"Regional","AZUL","AZU - 2714",160
"Regional","AZUL","AZU - 2715",161
"Regional","AZUL","AZU - 2716",112
"Regional","AZUL","AZU - 2717",112
"Regional","AZUL","AZU - 2718",55
"Regional","AZUL","AZU - 2719",50
"Regional","AZUL","AZU - 2722",14
"Regional","AZUL","AZU - 2723",46
"Regional","AZUL","AZU - 2724",42
"Regional","AZUL","AZU - 2725",35
"Regional","AZUL","AZU - 2726",16
"Regional","AZUL","AZU - 2727",21
"Regional","AZUL","AZU - 2730",136
"Regional","AZUL","AZU - 2731",68
"Regional","AZUL","AZU - 2732",296
"Regional","AZUL","AZU - 2733",148
"Regional","AZUL","AZU - 2736",197
"Regional","AZUL","AZU - 2737",195
"Regional","AZUL","AZU - 2740",24
"Regional","AZUL","AZU - 2741",6
"Regional","AZUL","AZU - 2742",10
"Regional","AZUL","AZU - 2744",65
"Regional","AZUL","AZU - 2745",64
"Regional","AZUL","AZU - 2746",10
"Regional","AZUL","AZU - 2747",5
"Regional","AZUL","AZU - 2754",8
"Regional","AZUL","AZU - 2755",9
"Regional","AZUL","AZU - 2760",5
"Regional","AZUL","AZU - 2761",6
"Regional","AZUL","AZU - 2762",12
"Regional","AZUL","AZU - 2763",13
"Regional","AZUL","AZU - 2764",46
"Regional","AZUL","AZU - 2765",88
"Regional","AZUL","AZU - 2767",1
"Regional","AZUL","AZU - 2768",95
"Regional","AZUL","AZU - 2769",29
"Regional","AZUL","AZU - 2770",21
"Regional","AZUL","AZU - 2771",21
"Regional","AZUL","AZU - 2773",12
"Regional","AZUL","AZU - 2774",73
"Regional","AZUL","AZU - 2775",65
"Regional","AZUL","AZU - 2776",10
"Regional","AZUL","AZU - 2779",63
"Regional","AZUL","AZU - 2780",41
"Regional","AZUL","AZU - 2781",22
"Regional","AZUL","AZU - 2782",50
"Regional","AZUL","AZU - 2783",37
"Regional","AZUL","AZU - 2786",40
"Regional","AZUL","AZU - 2787",32
"Regional","AZUL","AZU - 2790",12
"Regional","AZUL","AZU - 2791",10
"Regional","AZUL","AZU - 2793",8
"Regional","AZUL","AZU - 2794",8
"Regional","AZUL","AZU - 2795",71
"Regional","AZUL","AZU - 2796",60
"Regional","AZUL","AZU - 2797",9
"Regional","AZUL","AZU - 2798",80
"Regional","AZUL","AZU - 2799",81
"Regional","AZUL","AZU - 2800",22
"Regional","AZUL","AZU - 2801",24
"Regional","AZUL","AZU - 2802",70
"Regional","AZUL","AZU - 2803",70
"Regional","AZUL","AZU - 2804",124
"Regional","AZUL","AZU - 2805",140
"Regional","AZUL","AZU - 2806",53
"Regional","AZUL","AZU - 2807",41
"Regional","AZUL","AZU - 2808",5
"Regional","AZUL","AZU - 2809",8
"Regional","AZUL","AZU - 2810",88
"Regional","AZUL","AZU - 2811",119
"Regional","AZUL","AZU - 2812",2
"Regional","AZUL","AZU - 2813",108
"Regional","AZUL","AZU - 2814",62
"Regional","AZUL","AZU - 2815",1
"Regional","AZUL","AZU - 2816",8
"Regional","AZUL","AZU - 2817",21
"Regional","AZUL","AZU - 2818",45
"Regional","AZUL","AZU - 2819",44
"Regional","AZUL","AZU - 2820",49
"Regional","AZUL","AZU - 2821",78
"Regional","AZUL","AZU - 2822",46
"Regional","AZUL","AZU - 2823",44
"Regional","AZUL","AZU - 2824",126
"Regional","AZUL","AZU - 2825",127
"Regional","AZUL","AZU - 2826",79
"Regional","AZUL","AZU - 2827",51
"Regional","AZUL","AZU - 2828",24
"Regional","AZUL","AZU - 2829",4
"Regional","AZUL","AZU - 2830",31
"Regional","AZUL","AZU - 2831",6
"Regional","AZUL","AZU - 2832",3
"Regional","AZUL","AZU - 2833",48
"Regional","AZUL","AZU - 2834",110
"Regional","AZUL","AZU - 2835",89
"Regional","AZUL","AZU - 2836",48
"Regional","AZUL","AZU - 2837",20
"Regional","AZUL","AZU - 2838",7
"Regional","AZUL","AZU - 2839",6
"Regional","AZUL","AZU - 2842",4
"Regional","AZUL","AZU - 2843",6
"Regional","AZUL","AZU - 2844",24
"Regional","AZUL","AZU - 2845",51
"Regional","AZUL","AZU - 2846",17
"Regional","AZUL","AZU - 2847",1
"Regional","AZUL","AZU - 2848",27
"Regional","AZUL","AZU - 2849",32
"Regional","AZUL","AZU - 2850",19
"Regional","AZUL","AZU - 2851",21
"Regional","AZUL","AZU - 2852",198
"Regional","AZUL","AZU - 2853",238
"Regional","AZUL","AZU - 2854",20
"Regional","AZUL","AZU - 2855",3
"Regional","AZUL","AZU - 2856",48
"Regional","AZUL","AZU - 2857",48
"Regional","AZUL","AZU - 2860",60
"Regional","AZUL","AZU - 2861",131
"Regional","AZUL","AZU - 2862",155
"Regional","AZUL","AZU - 2863",34
"Regional","AZUL","AZU - 2864",262
"Regional","AZUL","AZU - 2865",198
"Regional","AZUL","AZU - 2866",38
"Regional","AZUL","AZU - 2867",26
"Regional","AZUL","AZU - 2868",24
"Regional","AZUL","AZU - 2869",24
"Regional","AZUL","AZU - 2875",59
"Regional","AZUL","AZU - 2878",14
"Regional","AZUL","AZU - 2879",19
"Regional","AZUL","AZU - 2880",147
"Regional","AZUL","AZU - 2881",198
"Regional","AZUL","AZU - 2882",18
"Regional","AZUL","AZU - 2883",21
"Regional","AZUL","AZU - 2884",39
"Regional","AZUL","AZU - 2885",38
"Regional","AZUL","AZU - 2886",228
"Regional","AZUL","AZU - 2887",40
"Regional","AZUL","AZU - 2888",63
"Regional","AZUL","AZU - 2889",38
"Regional","AZUL","AZU - 2890",85
"Regional","AZUL","AZU - 2891",51
"Regional","AZUL","AZU - 2892",56
"Regional","AZUL","AZU - 2893",64
"Regional","AZUL","AZU - 2894",8
"Regional","AZUL","AZU - 2896",58
"Regional","AZUL","AZU - 2897",93
"Regional","AZUL","AZU - 2898",363
"Regional","AZUL","AZU - 2899",350
"Regional","AZUL","AZU - 2900",28
"Regional","AZUL","AZU - 2902",8
"Regional","AZUL","AZU - 2904",26
"Regional","AZUL","AZU - 2905",18
"Regional","AZUL","AZU - 2907",4
"Regional","AZUL","AZU - 2908",44
"Regional","AZUL","AZU - 2909",37
"Regional","AZUL","AZU - 2910",66
"Regional","AZUL","AZU - 2911",60
"Regional","AZUL","AZU - 2912",18
"Regional","AZUL","AZU - 2913",11
"Regional","AZUL","AZU - 2914",22
"Regional","AZUL","AZU - 2915",21
"Regional","AZUL","AZU - 2916",13
"Regional","AZUL","AZU - 2917",22
"Regional","AZUL","AZU - 2918",36
"Regional","AZUL","AZU - 2919",34
"Regional","AZUL","AZU - 2920",29
"Regional","AZUL","AZU - 2921",48
"Regional","AZUL","AZU - 2922",21
"Regional","AZUL","AZU - 2923",20
"Regional","AZUL","AZU - 2924",24
"Regional","AZUL","AZU - 2925",79
"Regional","AZUL","AZU - 2926",30
"Regional","AZUL","AZU - 2929",33
"Regional","AZUL","AZU - 2930",52
"Regional","AZUL","AZU - 2931",39
"Regional","AZUL","AZU - 2932",22
"Regional","AZUL","AZU - 2933",10
"Regional","AZUL","AZU - 2934",9
"Regional","AZUL","AZU - 2935",2
"Regional","AZUL","AZU - 2936",17
"Regional","AZUL","AZU - 2937",18
"Regional","AZUL","AZU - 2938",34
"Regional","AZUL","AZU - 2939",13
"Regional","AZUL","AZU - 2940",38
"Regional","AZUL","AZU - 2941",8
"Regional","AZUL","AZU - 2942",3
"Regional","AZUL","AZU - 2943",8
"Regional","AZUL","AZU - 2944",31
"Regional","AZUL","AZU - 2945",9
"Regional","AZUL","AZU - 2946",5
"Regional","AZUL","AZU - 2947",154
"Regional","AZUL","AZU - 2948",17
"Regional","AZUL","AZU - 2949",9
"Regional","AZUL","AZU - 2950",17
"Regional","AZUL","AZU - 2951",25
"Regional","AZUL","AZU - 2953",11
"Regional","AZUL","AZU - 2954",15
"Regional","AZUL","AZU - 2955",8
"Regional","AZUL","AZU - 2956",7
"Regional","AZUL","AZU - 2957",8
"Regional","AZUL","AZU - 2958",24
"Regional","AZUL","AZU - 2959",1
"Regional","AZUL","AZU - 2960",5
"Regional","AZUL","AZU - 2961",21
"Regional","AZUL","AZU - 2962",15
"Regional","AZUL","AZU - 2963",34
"Regional","AZUL","AZU - 2964",1
"Regional","AZUL","AZU - 2965",6
"Regional","AZUL","AZU - 2966",5
"Regional","AZUL","AZU - 2967",54
